"col_yeux";"col_cheveux"
"obs5303";"LIGHT";"Medium"
"obs5304";"MEDIUM";"Medium"
"obs5305";"DARK";"Dark"
"obs5306";"MEDIUM";"Medium"
"obs5307";"DARK";"Medium"
"obs5308";"BLUE";"Medium"
"obs5309";"LIGHT";"Red"
"obs5310";"LIGHT";"Fair"
"obs5311";"LIGHT";"Medium"
"obs5312";"MEDIUM";"Medium"
"obs5313";"BLUE";"Fair"
"obs5314";"LIGHT";"Fair"
"obs5315";"MEDIUM";"Dark"
"obs5316";"MEDIUM";"Medium"
"obs5317";"MEDIUM";"Medium"
"obs5318";"LIGHT";"Medium"
"obs5319";"DARK";"Medium"
"obs5320";"LIGHT";"Red"
"obs5321";"MEDIUM";"Fair"
"obs5322";"MEDIUM";"Medium"
"obs5323";"MEDIUM";"Dark"
"obs5324";"LIGHT";"Fair"
"obs5325";"DARK";"Dark"
"obs5326";"DARK";"Dark"
"obs5327";"MEDIUM";"Medium"
"obs5328";"DARK";"Black"
"obs5329";"LIGHT";"Fair"
"obs5330";"BLUE";"Fair"
"obs5331";"LIGHT";"Fair"
"obs5332";"DARK";"Dark"
"obs5333";"LIGHT";"Medium"
"obs5334";"LIGHT";"Red"
"obs5335";"BLUE";"Fair"
"obs5336";"MEDIUM";"Fair"
"obs5337";"BLUE";"Fair"
"obs5338";"DARK";"Dark"
"obs5339";"BLUE";"Medium"
"obs5340";"BLUE";"Fair"
"obs5341";"MEDIUM";"Dark"
"obs5342";"MEDIUM";"Fair"
"obs5343";"LIGHT";"Medium"
"obs5344";"LIGHT";"Medium"
"obs5345";"LIGHT";"Fair"
"obs5346";"BLUE";"Fair"
"obs5347";"LIGHT";"Medium"
"obs5348";"DARK";"Medium"
"obs5349";"DARK";"Dark"
"obs5350";"DARK";"Medium"
"obs5351";"MEDIUM";"Fair"
"obs5352";"MEDIUM";"Fair"
"obs5353";"MEDIUM";"Fair"
"obs5354";"MEDIUM";"Medium"
"obs5355";"MEDIUM";"Medium"
"obs5356";"LIGHT";"Medium"
"obs5357";"DARK";"Medium"
"obs5358";"MEDIUM";"Fair"
"obs5359";"DARK";"Dark"
"obs5360";"BLUE";"Fair"
"obs5361";"MEDIUM";"Medium"
"obs5362";"LIGHT";"Dark"
"obs5363";"MEDIUM";"Medium"
"obs5364";"DARK";"Medium"
"obs5365";"BLUE";"Red"
"obs5366";"DARK";"Medium"
"obs5367";"MEDIUM";"Medium"
"obs5368";"MEDIUM";"Dark"
"obs5369";"DARK";"Fair"
"obs5370";"LIGHT";"Fair"
"obs5371";"LIGHT";"Dark"
"obs5372";"MEDIUM";"Medium"
"obs5373";"LIGHT";"Medium"
"obs5374";"LIGHT";"Fair"
"obs5375";"DARK";"Medium"
"obs5376";"LIGHT";"Fair"
"obs5377";"BLUE";"Medium"
"obs5378";"LIGHT";"Medium"
"obs5379";"DARK";"Medium"
"obs5380";"MEDIUM";"Medium"
"obs5381";"MEDIUM";"Dark"
"obs5382";"LIGHT";"Red"
"obs5383";"DARK";"Medium"
"obs5384";"BLUE";"Medium"
"obs5385";"DARK";"Dark"
"obs5386";"DARK";"Red"
"obs5387";"BLUE";"Fair"
